ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9
-0.09735347523142225,-0.10256712829523039,-0.08514232838587396,-0.08026805376798933,-0.14420262944560752,0.0464726229027031,-0.08434888425597233,0.11865350667981667,-0.24675454347664988,0.035964145334212425
-0.17553650165599488,-0.04720115744476343,-0.051578754012644404,-0.07848079920047357,-0.0355416649125294,0.10275412727025098,-0.03024101465107075,-0.0693916963331753,0.1344853280890141,0.010620886870654902
0.1299441006071686,0.0347393372183293,0.013973552278773647,-0.0377427055352033,-0.04005426163798327,0.016873857040165304,-0.05894287222042462,-0.049925596693204455,0.0062724545957956734,-0.06199434196101702
0.15762905855234816,-0.027915812494009026,-0.09008545414545238,0.10157719425915168,-0.10686226833299882,-0.06733846778636907,-0.0893336508152038,0.047073087024006005,-0.0956406473787187,-0.024042376007042503
-0.1342845135996719,-0.13496803249073513,-0.07612421916907687,-0.049295128153743775,-0.011503776779434802,-0.11022436360041919,-0.05125850350260847,-0.002277132628847725,-0.02879813607189445,-0.05880952236967075
-0.1800367122634543,-0.11142755767271366,-0.1100769935570107,-0.1160798328553347,-0.08224044025291097,-0.0051221915266028255,-0.07321861615509521,-0.051827213393546956,-0.046555956259272474,-0.10678694033375828
0.011848176870443275,-0.1306950436655117,-0.02937058494913135,-0.0997263404691747,-0.033258515036745206,-0.143759999563988,0.0202280482359784,-0.08539901172977783,-0.0777616545969392,-0.07789786225332909
-0.18567993346499148,-0.14732666188358468,0.07591826343104682,-0.041615682224230705,-0.017125481479670523,-0.09382206899683612,-0.0502061466548338,-0.02680415539728076,-0.10649077952301589,0.016918035522021525
-0.05017246873622167,-0.0038644570539502,0.15032366022395516,0.0339414286023977,-0.11039096768201367,0.10081008596771979,-0.044593863072682274,-0.03533885708614408,-0.0375169866691827,-0.032979036128424816
-0.014339024990955124,-0.049094944849122066,0.1671106953216256,0.007833111024725475,-0.03722340544118158,0.24124279043520502,-0.03658766313342515,-0.00942717352593278,-0.03435503072601308,-0.0470585443406428
-0.010457250238893474,-0.003639582105418652,0.03068613520182295,0.11570679588784027,-0.15086005779514122,0.14548441092621572,-0.07158641072725992,0.08949918208983562,-0.0728757331461438,-0.05585158867090836
-0.10648967842779053,-0.12112400611595797,-0.017582318522743123,0.024868573825882145,-0.13277038512912864,0.15258158822091356,-0.10356184639140133,0.05611692104542187,-0.03485756347796797,-0.046960546550089674
-0.1632409318947129,-0.07310173346961335,0.02191736751151785,0.018505038914995574,0.0759905082369218,0.05935683172785179,-0.08944336591755422,-0.05135179906802373,-0.05816824449498618,-0.01229695909804665
-0.045605060636076895,0.04599105827945692,0.006048018017310803,-0.0240461807050152,0.0190541988637209,-0.03462208885124665,0.042888022060864,0.10298115528508772,0.07064813976799063,0.0601808583555222
-0.030651480014365545,0.03348737315490818,0.13462499226318497,0.03142511374479332,0.06023537969329391,0.06143425629773905,0.0785482886492039,0.1230500332875574,-0.0032240788818039493,0.0766830560009734
-0.10781412641231161,0.030701052375956002,0.02200688262146895,0.00954422401081205,0.0271687994473003,0.026822373779464972,0.11127122434017722,0.05439420197045805,0.09571435358357944,0.0914754887549766
0.0374091432918698,0.030369179026610776,-0.008351780343998125,0.12502054063501944,-0.026543554910773298,-0.007997528247728123,-0.12200701655368235,0.06600595817157028,0.014162200090495325,0.06502932537558477
-0.030987759496160602,-0.07361319593278563,-0.0032953843307952247,-0.040119205186201226,-0.12694033412790903,-0.08906410840772597,-0.021957270506290427,0.07411282157052695,0.01151358777866745,-0.026437941661355976
0.006397739682033551,-0.10670158372521132,-0.04470795643404803,-0.16065003982017703,-0.0668119652005266,-0.007193609274527826,0.13151898417371471,0.0781234471537972,0.046246534521572145,-0.14344137669816945
0.013608407106003449,0.02264570662019665,0.018979866063318824,-0.17071783675237942,-0.011294149661503548,0.06860958192011901,-0.13350669083229028,-0.07687383159852247,-0.013017293324847573,0.0854941616241521
0.09095477387957109,-0.08836676146538637,0.055369239682605126,0.0320555189718986,0.0159166621356858,-0.0627770513871483,0.05761395204037762,-0.04594383923796662,0.026532785422502828,0.049987003733784424
0.07044568476237416,0.048145012371571747,-0.09701223922195099,0.04433082646254195,-0.09121907958354034,0.0597836794982994,-0.06224740802040442,-0.0037496041833299278,-0.009000837903188078,0.14404465205531566
-0.08121389702652808,0.015260452609055172,-0.08779499055591722,0.0007579212633445232,-0.0073926954937981754,-0.09847477222698418,0.04591110711958305,0.048531000750130227,0.05341915182629635,-0.09612212279598988
-0.022784907125664052,0.0848135354499109,0.017253961915159474,-0.057512883184485025,0.008384535495993477,-0.05957968875731265,0.008387810749651252,0.00705470492430145,0.05906651613854788,-0.04345665232729055
-0.025061294727396273,-0.07077401271022285,0.08398766561132621,0.060929865300508874,-7.668864277778076e-05,-0.024603199418709074,0.020811327375957044,0.10851756472108412,-0.09383912074023193,-0.08736299148452795
