ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9
-1.5659581210678395,-0.7128043309291457,11.546649710082152,3.034837976344458,-1.7298727115239467,2.918753760809006,7.929808617154605,1.100373183194579,-7.560449107986195,1.4437928464943264
1.6219347041352006,2.011662458339826,11.03577907570392,-1.1089722989401465,-1.7173239517262209,1.2813065580003358,7.839648277030165,-6.168760401103373,1.0855368910234868,1.0195416575936191
3.381396676267257,5.707845033861793,6.081559835543241,-3.864362837874151,3.819817548843967,5.522845665617696,6.082291293657298,-1.0892591144719068,5.400712022447054,6.619823270509227
2.4453296098055293,2.382248974257254,1.4187274714683875,-2.0461640805250383,2.010558348681172,10.399708464828718,0.7491934994083429,-0.4354182145327514,5.281334755147664,11.339251785050138
-2.632763239898373,4.52115666365275,2.9094318039310947,-0.2765035234305896,1.5352409674549052,10.437466146363432,0.0435628938930882,1.299214360638772,6.836869921152066,10.094875068031104
-3.0324873652243944,6.430017141596533,6.313974981976578,-2.160360302287494,2.250833872606305,11.271404509430296,1.753223105571279,2.47386837979704,9.37473322257956,2.6946558773793026
-0.0785353969210032,4.976518285849801,5.6875596660879735,-4.327606204647337,0.1553440451253265,12.564607922925076,5.3280880072858245,1.5852678683470998,7.838690442600388,-2.4993311186041374
2.1062011192035914,6.323203874525836,-0.6230558854354072,-5.362720667232361,-5.261313256037907,4.7324684289458,10.66002975228974,0.502478486334224,8.237242571778232,1.4259054344104445
3.9902899279052426,4.652131393057883,-3.1996094453423773,2.527163326495905,-3.602981352532139,-4.56712440090137,4.814446535030507,12.357708532105336,-1.98060027594555,1.5149818441879452
5.913141416966999,0.3572256567609598,-1.393893244900956,6.276162130630927,-1.3127450724606695,-0.2243536291302871,-1.0598713473115169,11.882615631461734,5.872836675885494,2.372630505786663
6.870252872162655,3.380235106067089,0.7826175269716411,6.830474987533176,2.046171900764078,1.2937683730366565,2.9417974332162755,12.063216286179324,3.000028756924889,-2.740567471746715
6.763598557513578,8.227331572052176,3.147099334823973,6.148648715866679,2.73089803702473,1.98539444095666,6.280511584664826,6.948496370616823,-7.22438138131437,1.2126634078669365
3.785157363961101,11.858382999570098,0.8771544258811754,4.823924956239686,5.545289837688443,4.354304793866135,4.543972485937261,-4.225647280938053,-3.9811959571949416,-4.532885872167673
-3.5729950008699314,8.123414093758687,11.399191978592818,0.4864390998410356,5.881660314285667,3.134212404084556,-1.5767248860149197,-2.9625109514165904,2.6839859451870547,-2.5418694831583064
-1.480450845532417,1.139082871411205,14.249456784962742,4.9018089144549855,2.175789058014428,0.651018416699588,-2.341437353337392,-1.3047933914058825,3.722445804805712,-0.6538606437555463
0.5269397450840592,1.744398985294623,14.003113969406808,-1.9165812581029464,-2.226663457286066,2.963531913355444,0.7329893813575462,0.2799952319887295,4.818165213382542,1.406681716721648
1.547789445068788,5.075516013847859,10.146693889138364,-3.0867819704644317,5.283080384724808,6.558726038295048,1.5668522474556217,2.5284621848207647,5.8635098429661445,2.46001318022612
3.235588480236508,7.873458427902443,4.805278475209938,-1.554709390317149,6.1309445443983,9.350850863755223,-1.389948678711335,3.683274422130239,8.071555460487655,2.787731037770638
3.4357516842206723,7.632010082220755,-0.7166891256222736,-0.0284062655847223,5.5917877484701,8.669814209083963,-1.5925621925020172,4.624670169588432,11.94954680476037,2.2461301383510444
3.036026279437379,6.6539202342436665,-1.4827919957253086,1.7683503001780656,8.053937790609423,5.586536251101291,-2.1512393635522016,3.7960494402437086,14.08049649992894,0.643940867483061
0.5946137581915528,5.861144603792123,0.5423046648791114,2.9324666038529266,9.192107515213502,-1.8757540944089937,-1.6729200554879524,-1.3999767302428183,14.210683235382517,5.36713755760758
-3.468389806347786,5.819913658138858,9.423083937032404,3.9318250450853554,3.811818512977199,-2.88800053084479,3.8661878869362862,5.7827110501916055,12.17002233663434,-0.998026525631996
-2.5721852029033503,3.0045375686073217,11.664438240466646,-1.0288469352623937,0.928965531327524,-0.3069086973480772,3.0224319469552734,9.914376725532144,-5.563829204443207,-5.271288626191963
3.884436685180242,1.500572376541182,11.728179498547355,2.9931690938118294,1.142903775311055,2.7095585386494045,5.335596352819282,3.916685329311002,-4.880550988568292,7.771774345866412
13.727488163463866,6.753212612057814,2.592380660703867,-1.6906863735150066,1.112509580460224,4.755637564006653,6.130699507869794,-2.102747203984347,-1.8339088115817528,4.337098803916945
13.094104576964568,-5.385908370120066,2.329970911075884,0.3198069989111685,1.968850135570517,6.6442029917279335,1.3937120424206448,-4.155568319643252,0.3911583146697555,4.5105085648275365
10.370101939998891,0.9895335482089318,8.090612131171746,7.910884686040774,1.6746520009081467,4.467142791821967,-2.419063137695424,0.0048052941299472,-0.1697971530308834,4.7964791756480505
12.856065011853543,3.531984199844844,4.137469224918791,4.159461439835864,0.4166691793555542,4.865495443763919,0.5920866773918563,2.675279133074636,3.70836874005468,8.66980737224282
-6.191881638586185,-2.1326620995145844,2.874169684275679,7.755271404108134,3.2538812135791613,4.787084958938779,4.031456293250196,5.13463416576646,10.444284713291738,8.478936943081647
-1.5599040091867589,-3.1029379326214266,-0.9788820106932868,9.782813696278607,8.028314262364534,2.0596937661753607,6.630460661611299,8.041140861546694,-3.121679974026967,-6.952117213627991
0.1462725842316684,-0.8551877708355246,-2.132971647140041,4.82455083303918,12.64829693001742,1.8475322368474312,5.665122670769144,-0.8766077256733903,-7.100688160653382,1.2542151423050787
2.259968336525332,0.7889258940881031,-0.0676181105434959,2.8368476442194264,14.286450092362502,0.5146916414264799,-0.2616418028642386,-2.397246375763184,-2.879461199191278,-0.5030116550697596
3.4249025447226447,3.2661975775160927,2.2854856728459487,6.119346831347621,11.290750194840614,-2.0268502499619965,5.857036306059449,0.312604951131319,-0.3787555617287417,0.2300224522809624
5.8333506611037285,7.497358936076882,6.839147257089864,7.76002343698223,2.8713819852775138,-0.2430670313331922,7.759328622707123,3.345572590444685,-0.8785808100415563,1.861169067800578
10.747018640311277,10.04145550678552,-2.7597900389846703,1.9696911885323487,0.871483081245198,1.7012549608457317,8.45700493883137,1.037786540631038,-1.7878566780673129,1.5111298693986834
11.265345488113136,-4.66768744279037,-3.7317882091212944,0.946960724556033,7.993481521498738,6.338541753800719,4.042077206170368,-2.860895706644228,1.633825329337634,2.5799960417120067
3.485118847851981,-6.498602178260118,4.227321991201798,8.919840249199975,7.788226476898762,-0.7884474590368024,-4.73121322910648,0.1711563920096756,1.66794595631404,6.290908463630474
-3.8643212462505687,-1.292791983090852,-3.495317226225308,10.736567384323244,-0.6406022548098529,-4.231013403093288,-0.2443586900670658,-0.2889658883356526,2.5467999751499533,6.852903407301124
