ch_0,ch_1,ch_2,ch_3,ch_4
-2.25105,-1.435005,-2.3145,-2.4155499999999996,-2.9333
2.14559,0.25393,1.091265,0.9927600000000001,2.8328499999999996
-0.8371749999999999,-0.910435,-1.17408,-0.937733,-3.8305999999999996
3.1273,3.82785,2.54485,1.7462499999999999,3.1387
1.31175,-0.10895500000000002,1.4773999999999998,2.5715,3.76065
-1.80375,-0.84551,-1.53835,-0.79422,-2.779795
2.2589,0.294362,3.4916,2.2913,1.06055
-3.084305,-0.882695,-2.17225,-2.1641,0.17409999999999992
0.35509999999999997,0.9213000000000001,1.1248049999999998,0.90072,1.6612500000000001
-0.636375,1.6459000000000001,0.44601999999999997,-0.12482500000000002,0.25155000000000005
-0.8599999999999999,-1.376539,-3.47425,-0.57368,-1.53366
-4.55885,-1.5574,-1.3327555,-2.43394,0.816625
1.0812549999999999,-1.9810500000000002,-0.65855,-1.263575,-2.6843299999999997
1.97888,2.1045,1.4611150000000002,1.224375,0.4551000000000003
3.9912,1.93204,2.9249,2.94965,0.63902
1.1729500000000002,2.38935,2.03775,1.67693,0.7823499999999999
-5.6107499999999995,-4.9265,-5.49165,-5.2044999999999995,-4.6889
-2.1407499999999997,-3.36545,-1.97301,-1.56615,-2.66615
-0.37429999999999997,1.7613349999999999,1.075845,-0.057794999999999985,1.043154
-0.372665,0.005250000000000088,0.09400000000000008,-0.923609,-0.9803000000000001
0.36197,-0.4127975,0.09225,2.4654499999999997,2.7578
1.34655,0.49777499999999997,2.685,1.8855,1.5211
1.95332,5.0341000000000005,2.788135,0.6288999999999999,1.7414649999999998
3.21735,-0.549445,0.9039900000000001,-0.372345,3.1685
2.11644,-0.271,-1.44235,-0.9262800000000001,-0.8396049999999999
1.2546365,-1.253459,-1.3536,-0.43241999999999997,-1.8536000000000001
-3.3846,-1.766635,-3.1809000000000003,-0.8537,-3.00225
0.36649999999999994,1.406715,2.4679,1.71276075,0.514095
-2.2014,-2.2085749999999997,-3.4977,-1.8307550000000001,-2.1079499999999998
0.40759999999999996,0.16809999999999992,0.26067,1.55138,1.0035749999999999
-0.776575,-1.2629,-2.228785,-0.6178699999999999,-0.8616605
-0.0022499999999999742,0.88673,1.9045,-0.17035,2.8441
1.374855,-0.33035000000000003,-0.164895,1.7257685,2.28525
0.9993000000000001,4.2297,5.2366,4.50725,2.3607500000000003
2.27305,4.7829999999999995,1.7994405,-0.7727,2.7291
0.7600199999999999,0.329865,1.37765,0.29045,2.9017
-1.7257500000000001,-5.1318,-2.52735,-0.96504,-0.11
1.0525149999999999,-2.4483,-0.273,-0.3406,-3.05645
0.17914999999999992,1.7287299999999999,0.21024499999999996,-0.1051000000000002,-1.95115
-1.256265,-0.14844999999999997,-1.1535199999999999,0.8802000000000001,-0.10254499999999998
-3.19895,-1.7373500000000002,-4.0609,-2.9741500000000003,-5.81845
-1.410925,0.7082849999999999,1.390835,-2.06392,0.11470000000000002
2.6050999999999997,1.0752,1.080055,1.480875,-0.6823
-1.2412,-2.48155,0.46515500000000004,-0.75205,-2.5662
-2.57905,-3.0787,0.11270000000000002,-0.7638099999999999,-0.712305
1.846355,1.256825,0.35045000000000004,0.2778,0.913235
-0.7064999999999999,0.25825,-2.260945,-3.842,-1.0729000000000002
-1.6504500000000002,-0.28276499999999993,-0.21714999999999995,-0.6653,0.30069999999999997
0.90411,-0.97298,2.1898,2.32015,1.366175
-1.164345,0.682505,-1.100125,-0.47967,0.76248
0.5510999999999999,0.412105,-3.0930999999999997,-1.4817980000000002,-0.97075
2.46665,3.8529,2.49146,1.8512,3.71925
-2.28225,3.12145,0.4106235,-0.231645,-1.3403500000000002
1.1335950000000001,-2.291,0.98424,2.42215,1.066515
-2.80605,-1.672085,-3.638655,-0.3619,-3.0727
0.3932,1.71078,-0.5049,1.0194,1.62155
2.0145,0.71975,0.13577499999999998,-0.2574000000000001,1.0812499999999998
3.26215,0.497025,0.936925,0.605075,0.769745
2.1943,0.815926,3.634,3.40055,1.947
-0.5566499999999999,0.04954999999999998,1.7916500000000002,1.036125,1.7353
-2.92305,-0.3043,-3.416,-2.88685,-3.2121500000000003
-1.84208,-3.50455,-2.23914,-1.4357935,0.41922499999999996
-0.03864999999999996,-2.3474500000000003,1.98184,-0.646585,-1.45404
-1.352765,-0.70478,-1.66381,-1.694095,-0.27192
1.913335,4.59885,3.2363,0.60368,3.3024
4.2252,0.14180000000000004,1.3277349999999999,1.626475,2.9641
3.66655,-0.46196499999999996,1.32895,1.6019999999999999,1.371
-3.0290399999999997,1.44625,-1.7452,-0.728915,-2.9412
-0.961685,1.375369,0.95863,0.42366000000000004,0.39175000000000004
-2.4688999999999997,-4.6606499999999995,-2.7502,0.8545950000000001,-0.95296
-2.7963,-2.5650500000000003,-0.97312,-3.8525,-5.1204
-0.29930500000000004,0.05974999999999997,0.8004999999999999,-1.0053999999999998,-1.2713450000000002
4.894550000000001,1.907245,2.6547,2.6695,3.23545
0.80231,0.91246,1.3350549999999999,1.069935,-0.531615
-0.23761000000000002,-0.42763499999999993,1.424895,0.969676,2.76985
-3.2294,0.46235,-2.839285,-0.8731500000000001,-3.28855
-1.27525,-1.88945,-0.853395,-3.47925,-0.31944649999999997
-1.8551000000000002,-0.899805,-1.79705,0.04198000000000002,-2.84085
0.8472799999999999,0.20790000000000003,1.87875,1.17029,1.2233
0.59511,1.91767,-0.7375799999999999,0.19056499999999998,2.52395
-0.21064,-1.02541,-1.7794150000000002,1.556715,-0.1673
2.14675,4.0657,2.8642000000000003,0.648695,1.52055
