ch_0,ch_1,ch_2,ch_3,ch_4
-0.052730000000000166,-0.5905374999999999,-0.6116174999999998,-0.7113949999999999,-0.050225000000000075
1.1450625,1.4587075,0.6853849999999999,0.40425849999999997,-0.34594999999999976
-0.24599999999999994,-0.47723250000000006,-0.03047500000000014,0.8886399999999999,0.4904275
-0.41270249999999997,-0.2941665,0.659675,0.06360000000000005,0.617325
-0.14063750000000003,1.2836,0.7854125,0.38794749999999995,0.9564000000000001
-2.709425,-1.4669694999999998,-2.40350275,-1.50381,-0.35851749999999993
1.5300675,0.06172499999999981,0.4012825000000001,-0.01959999999999995,-1.114615
2.582075,2.160695,2.481325,2.3132900000000003,0.7106849999999999
-3.8757499999999996,-4.145975,-3.73233,-3.385325,-3.677525
-0.37348249999999994,0.8832925,0.5849225,-0.49070199999999997,0.03142699999999998
0.85426,0.04248874999999999,1.388625,2.175475,2.13945
2.5853349999999997,2.2423275000000005,1.8460625000000002,0.12827749999999996,2.4549825
1.68553825,-0.7622295,-1.397975,-0.6793500000000001,-1.3466025
-1.5090500000000002,-0.17995999999999998,-0.35650000000000004,0.429530375,-1.2440775000000002
-0.8969,-1.0202375,-1.618515,-0.13968750000000008,-0.5521874999999999
-0.3894125,-0.18808499999999995,-0.16214249999999986,-0.39410999999999996,0.99121975
1.1870775,1.949675,2.5358525,3.11650925,2.323
1.516535,2.5564324999999997,1.58854525,-0.24112500000000003,2.8154
-0.3366175000000001,-3.7900500000000004,-1.4001750000000002,-0.65282,-1.583225
-0.5385575,0.7901399999999998,-0.47163750000000004,0.38754999999999995,-1.0268475
-2.3049375,-0.5145325000000001,-1.3350325,-2.519035,-2.851875
0.68195,-0.703175,0.772605,0.36441250000000003,-1.62425
-0.36634750000000016,-0.9109375000000001,0.23157500000000003,-0.24300499999999997,0.10046500000000003
-1.1784750000000002,-0.012257500000000005,-1.2390474999999999,-2.25365,-0.3861000000000001
-0.1301175,-0.14523749999999996,0.5448375000000001,0.9202400000000001,1.0643274999999999
1.508875,2.1325024999999997,-0.30081999999999987,0.1847009999999999,1.37425
-0.5743274999999999,0.41522499999999996,0.6974317499999999,1.0952525,-0.13691750000000005
-1.2064249999999999,0.019347499999999962,-2.0717774999999996,0.32875,-0.7255750000000001
2.638325,0.6083875000000001,0.5363500000000001,0.17383749999999995,0.9254974999999999
0.8188250000000002,0.432738,2.712825,2.2183375,1.84115
-2.3825649999999996,-1.9044250000000003,-2.82757,-2.16132175,-1.3964625
-0.6957074999999999,-1.526115,0.15901500000000005,-1.17034,-0.86298
3.0692675,2.370325,2.2820175,1.1150775,3.13325
0.3187550000000001,0.4921425,-0.20812499999999995,0.43654249999999994,-0.7850999999999999
-1.7152924999999999,-1.6426404999999997,-0.895785,0.6391275000000001,-0.280605
-1.5478025,-1.25265,-0.08631000000000011,-2.42895,-3.1958725
2.84843,1.4098525,1.9948775,1.8697175000000001,1.3519175
-1.733505,0.017357500000000026,-0.707195,0.048262999999999945,-0.2593500000000001
-1.5651750000000002,-1.3946275,-1.3252225,-1.718635,-1.58014825
0.721195,1.062785,0.570585,0.6804275,1.873625
0.968055,1.5201449999999999,0.5423924999999999,1.102705,0.676625
3.45005,1.188795,0.33076075,0.8982,1.2092749999999999
-0.6870299999999999,0.28762,-0.16379500000000002,-0.267775,-0.011987499999999998
-1.1780475,-1.5776750000000002,-1.196845,-1.19291,-0.6222575
-1.17445,-2.35895,-1.21893425,-0.22100000000000003,-1.1850175
-3.2231775,-0.9129024999999998,-2.6399,-1.50155,-3.562045
0.6064624999999999,0.12603249999999988,0.853135,-0.26453000000000004,1.0662325000000001
0.729594,0.69177,1.16515,0.85808,0.9450149999999998
1.6317,2.221975,0.9130499999999999,-0.6591134999999999,0.9467000000000001
-0.6603675,-0.18442750000000002,-0.5674925000000001,-0.2723825000000001,0.23807500000000004
-0.35563999999999985,0.22654999999999997,1.6912125,0.6892274999999999,-1.3954125
0.6558125,0.835818,0.6204775,3.0031999999999996,2.76005
3.2075375,1.7307324999999998,3.168475,1.91322,1.7466425
0.3846299999999999,0.34716749999999996,0.6941149999999999,-1.90604,1.582015
-2.813875,-2.705575,-1.7597375000000002,-2.1871125,-3.0012
-1.7342442499999997,-2.943875,-3.3922499999999998,-1.279045,-2.2126349999999997
2.2784549999999997,0.1656425,2.0903,1.2544975,0.865525
-0.804185,1.3497025,-3.2472925,-1.9160175000000002,-1.806325
0.06763774999999991,0.634665,0.31948575,-0.19654425,1.7104225
-1.072575,-0.2643575,-0.404995,0.54103,-0.34081324999999996
-0.5036725000000001,-1.2797225,0.04649250000000005,1.637648,0.15475249999999996
-0.41551250000000006,-1.7041425000000001,0.8415024999999999,1.010035,-0.54406
0.8677,1.63176,-0.03617500000000001,0.566028075,2.023265
1.695432,1.8327525000000002,0.7359,0.4274699999999999,0.8071275000000001
-0.9977999999999998,1.0271325,-0.6889500000000002,-0.48122999999999994,-1.553121
0.04318674999999994,0.20635499999999998,1.22386975,-0.258905,-0.936875
1.0878,0.1730049999999999,1.62799,0.6217025,1.4826
2.217495,-1.3826625,1.7430174999999997,2.6914825,1.2459875
-0.7838374999999999,0.19375000000000003,-3.0085800000000003,-3.3103575000000003,-2.1151999999999997
-1.4851800000000002,-0.9473695,-0.4058449999999999,-0.924844425,-0.5300700000000002
-1.9954500000000002,0.9228525000000001,-1.9204949999999998,-1.5311749999999997,0.0013499999999998513
0.06276750000000009,-0.7079,1.0054925,0.377815,-0.09350000000000025
0.31589999999999996,0.18601000000000004,-0.15999999999999998,-1.9230125,0.2257174999999999
0.54921075,1.6195,2.4569699999999997,1.6594975,1.23175
-0.5622750000000001,-2.409615,-2.3372,-0.26195749999999995,-0.17539750000000004
-0.1726675,-1.1866024999999998,0.2494775000000001,-0.7491350000000001,-1.0495675
1.872095,2.433755,1.3722975000000002,3.0957749999999997,2.3671675
0.9561950000000001,-0.5503925,-0.8207875,0.1352450000000001,-2.15994
-2.4318750000000002,-1.2549000000000003,-0.25002499999999994,-0.29532499999999995,0.4643750000000002
1.7957800000000002,1.6502225000000001,2.560075,2.0591175,1.102825
-2.9913499999999997,-1.8316299999999999,-3.4258249999999997,-3.0570500000000003,-4.11765
0.738335,2.74414,0.37981750000000014,-0.7202350000000001,1.3685875
1.6687575,-1.3377824999999999,0.9513750000000001,2.9516625000000003,2.0781925
