0,1,2,3,4,5,6,7,8,9
-0.11306011716604845,-0.17561719786074542,-0.2107653605220379,0.016695457161821706,-0.181476361761583,0.23336269118370223,-0.08491506195666217,0.15423411068634357,-0.2742573221448631,0.010228127716658778
0.030957170002434253,-0.041060203563289044,-0.20282078951660096,-0.0737474018278539,-0.09423414703796337,-0.04664721153510222,-0.08187968554410707,0.10728662143164609,-0.23585039290676507,-0.014750733353075925
-0.17287777065951315,-0.1067080350443377,0.05075361984588536,-0.2723659905645781,-0.11634691454581965,-0.07489937657349861,0.034141338225103984,0.16382221397175856,-0.1869693082234604,-0.043312415449259074
-0.13443318310256175,-0.08688307671254948,0.02226321664925779,0.008345720158653036,-0.18475309443706422,0.07407438853571104,-0.2047421277482241,0.0492710806295187,-0.289941150631511,0.19169160242252598
-0.27736448953639836,-0.19513863064688866,-0.05615872133121834,-0.13567477383688448,0.0865224104287739,0.196717559512106,-0.17152802108457466,-0.04751602024359951,0.17058346189111434,0.18015925175489364
-0.19966300531062015,-0.013564076013621057,-0.06092233795339711,-0.17673400408803835,0.015823469429184042,-0.06323415764547803,-0.07701527283435763,-0.07171501726921908,0.09265951182806009,0.033861630860247696
-0.2136728944413455,0.09426681851548233,-0.06783596333133582,0.051169888725319426,-0.1020442508395063,0.09913400486653307,0.2683986259964302,-0.05412506993178109,0.21923920052723128,-0.09170325810857227
-0.01144561733561571,-0.07436874163402647,-0.021397993434626488,-0.052684307602291,-0.14246828866856923,0.17839910234784295,-0.14081939068178106,-0.10421067788810173,0.05545913810965091,-0.0798340770239494
0.032782749685773924,0.14678730830051115,0.10487865441119909,-0.004847777887625138,0.04214106352133173,-0.022700005331938968,0.0314540503631975,-0.059112082845828993,0.005682124376375289,-0.1484825274073338
0.13292924065313716,0.054291501727955604,-0.005592020039442761,-0.041537606589045886,-0.1090637508762026,0.0485891324155997,-0.12221913927398984,-0.06204494404266517,0.0413857189196429,-0.1772897512204808
0.22682620692193822,-0.029809425182516707,-0.08942659573103622,-0.1300980975349053,-0.12792961099952987,0.16081549805569884,-0.05952572547464358,-0.11426473784089237,-0.06722810655403377,0.06583092273279471
0.12723820516782527,-0.032312035972632866,0.04603417047437454,0.025512659870763055,0.034635251802467695,-0.11920919697869845,-0.08548067449626276,0.03571937795656857,0.04525008164119831,0.01196398805095189
0.30433796196201046,-0.0420525600147762,-0.015521171407001974,0.22849959998037037,-0.18984561939506578,0.08188955857474405,-0.13511328041054776,-0.04861018041766864,-0.23012707851240324,-0.08929661020329735
0.21731025908641413,0.07421400404838685,-0.026314105185685235,0.18111090882075184,-0.21818955790822547,-0.015719871922293342,-0.09532521091954037,0.12326464861928252,0.07619392343529514,-0.13655275937290007
0.14208158877283794,-0.10116523300867304,-0.13424405311698795,0.016502924635234117,-0.026009942663039215,-0.31459263779207314,-0.04261262926630974,0.03183465873405998,-0.14604547616807967,-0.03334457678136847
-0.0332135756118699,-0.04265946100097376,-0.1842624868721345,-0.019804656399749522,0.006596046634335065,-0.020930920005853962,-0.08428348266441757,0.08180322116035021,-0.08258395826968712,0.16302444232939578
